#INFO_SAMPLING: PATH_EMBEDDINGS=/home/sharispe/Dropbox/dev/java/workspace/Conceptual-Annotator/resources/glove.6B//glove.6B.50d.txtCONCEPTUAL_SPACE=198 ; NB_SAMPLING_PER_SIZE=100000; AGGREGATION=MIN; SIZE_SAMPLING_SET=1-6 DATE=2017/04/19 18:01:13
>SAMPLING_SIZE=1
URI	NUMBER_NON_NULL_VALUES	PERCENT_NON_NULL_VALUES	SUM	AVERAGE	SUM_SQUARED_VALUES	AVERAGE_SQUARED	MIN_BEST_95	STANDARD_DEVIATION
http://graph/wordnet/11271521	100000	100.0	-2529.7096889208233	-0.025297096889208233	1178.2872723948533	0.011782872723948533	0.0	0.10556007584748385
http://graph/wordnet/02123649	100000	100.0	5660.290758822012	0.056602907588220126	1650.3789735555938	0.016503789735555937	0.0	0.11532519494072122
http://graph/wordnet/03796045	100000	100.0	-19620.704713492607	-0.19620704713492607	4803.030697908564	0.04803030697908565	-0.03347638409222677	0.09763760358426742
http://graph/wordnet/03181260	100000	100.0	-9581.260291094759	-0.09581260291094759	1922.0716120028458	0.019220716120028458	0.0	0.10020309996930002
http://graph/wordnet/09399110	100000	100.0	-30107.183222181324	-0.3010718322218132	10332.685836428165	0.10332685836428165	-0.11812606773928455	0.11261709553563352
http://graph/wordnet/02927500	100000	100.0	19054.96401842067	0.1905496401842067	4434.762174231043	0.04434762174231043	0.0	0.08965743899967137
http://graph/wordnet/10486745	100000	100.0	-38571.32093440401	-0.3857132093440401	16079.142899673563	0.16079142899673562	-0.19629752441074294	0.10962093383225828
http://graph/wordnet/04531608	100000	100.0	-29204.390415284237	-0.29204390415284237	9457.49474845016	0.09457494748450161	-0.12961549478843742	0.09636029022199465
http://graph/wordnet/04233049	100000	100.0	-12637.458367670317	-0.12637458367670318	2613.026659131161	0.02613026659131161	0.0	0.10079549192226583
http://graph/wordnet/03193215	100000	100.0	1100.9460266383396	0.011009460266383397	773.5532777422536	0.007735532777422536	0.0	0.08726009719261985
http://graph/wordnet/07591291	100000	100.0	-29200.2067495091	-0.292002067495091	9520.618455501246	0.09520618455501247	-0.12447496091602045	0.09970444891580708
http://graph/wordnet/11542373	100000	100.0	-9694.814429778786	-0.09694814429778786	1956.3239435737491	0.01956323943573749	0.0	0.10081813702381529
http://graph/wordnet/03226423	100000	100.0	-33799.405487145545	-0.33799405487145545	12457.28082182806	0.12457280821828061	-0.16478714520780088	0.10165051445925974
http://graph/wordnet/02406106	100000	100.0	-25241.700543052277	-0.25241700543052276	7446.639544133532	0.07446639544133532	-0.07804033731911951	0.10369209618299154
http://graph/wordnet/02584588	100000	100.0	-17606.401052633937	-0.17606401052633938	4297.086436326438	0.04297086436326438	-4.306993625129637E-4	0.10941813634240641
http://graph/wordnet/10148670	100000	100.0	-6648.903294165512	-0.06648903294165512	1105.1570006773331	0.011051570006773332	0.0	0.0814295923191123
http://graph/wordnet/02392211	100000	100.0	-15487.31715814133	-0.1548731715814133	3529.647310815816	0.03529647310815816	0.0	0.1063521218992469
http://graph/wordnet/03585784	100000	100.0	-13357.586203125225	-0.13357586203125227	2788.8369048639165	0.027888369048639165	0.0	0.10022902838622663
http://graph/wordnet/09950623	100000	100.0	286.12640930568114	0.0028612640930568115	968.9464674208855	0.009689464674208855	0.0	0.09839348475381203
http://graph/wordnet/07658542	100000	100.0	-20761.766854693546	-0.20761766854693545	5303.554601406457	0.053035546014064565	-0.04203520043289124	0.09965164183895524
http://graph/wordnet/09895920	100000	100.0	-35194.01618306037	-0.35194016183060367	13715.081525990432	0.13715081525990433	-0.1535384587971005	0.11527765503579968
http://graph/wordnet/08928282	100000	100.0	-21750.72036282342	-0.2175072036282342	5838.455684343629	0.0583845568434363	-0.04682902492081486	0.10523864885707226
http://graph/wordnet/01642406	100000	100.0	9564.654109052935	0.09564654109052935	2108.864547375452	0.021088645473754518	0.0	0.10927206711311083
http://graph/wordnet/04396120	100000	100.0	-27212.822535306197	-0.27212822535306197	8470.836210693473	0.08470836210693473	-0.10049315638187219	0.10322107862800048
http://graph/wordnet/10842973	100000	100.0	-31149.879379892085	-0.31149879379892087	10901.562947868517	0.10901562947868516	-0.12466349888203748	0.10947205552332771
http://graph/wordnet/12122650	100000	100.0	-24041.47778067156	-0.2404147778067156	6780.51720445662	0.0678051720445662	-0.07387252716249443	0.10002952892378211
http://graph/wordnet/09473312	100000	100.0	-30310.163286970328	-0.30310163286970326	10379.880771010872	0.10379880771010873	-0.11661742491923657	0.10921633514190238
http://graph/wordnet/07135232	100000	100.0	-6306.317521989468	-0.06306317521989468	1130.244507044711	0.011302445070447111	0.0	0.08558902383852716
http://graph/wordnet/13477888	100000	100.0	-15364.42897818813	-0.1536442897818813	3403.7715551712813	0.03403771555171281	0.0	0.10213299060114756
http://graph/wordnet/06370600	100000	100.0	-24518.136509944532	-0.24518136509944533	7001.827974159188	0.07001827974159187	-0.078060601019517	0.09952074130333019
http://graph/wordnet/13124818	100000	100.0	-28189.38270161714	-0.28189382701617144	8995.412237350534	0.08995412237350535	-0.10921627586052852	0.10242066521792449
http://graph/wordnet/02824762	100000	100.0	-3386.2088935436796	-0.033862088935436796	857.4233301225435	0.008574233301225434	0.0	0.08618348005362746
http://graph/wordnet/08306203	100000	100.0	-15686.053496875813	-0.15686053496875813	3475.2969527416103	0.034752969527416105	0.0	0.10073600198901639
http://graph/wordnet/09583190	100000	100.0	-2274.7772104046603	-0.022747772104046604	923.1593874593693	0.009231593874593694	0.0	0.09334951922155814
http://graph/wordnet/04481701	100000	100.0	-25422.62450837982	-0.2542262450837982	7521.860057306798	0.07521860057306798	-0.08271148349511204	0.10289614610693902
http://graph/wordnet/07419737	100000	100.0	-24297.925281839973	-0.24297925281839972	6951.320966488129	0.06951320966488128	-0.07387521993793957	0.10234399036921256
http://graph/wordnet/08190188	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
http://graph/wordnet/09339360	100000	100.0	-31551.43673075949	-0.3155143673075949	11165.699655497796	0.11165699655497796	-0.12934812630707587	0.11003490617738557
http://graph/wordnet/03472916	100000	100.0	-30208.39537694205	-0.3020839537694205	10208.858506971002	0.10208858506971002	-0.12701092555642932	0.10408587773922384
http://graph/wordnet/09569105	100000	100.0	-28388.208145190973	-0.28388208145190974	9200.209973264939	0.09200209973264939	-0.10264937369219501	0.10683194074423936
http://graph/wordnet/07623214	100000	100.0	-1308.3660903203352	-0.013083660903203351	892.1004460572478	0.00892100446057248	0.0	0.09354048470016856
http://graph/wordnet/04613932	100000	100.0	-2881.9917086217342	-0.028819917086217343	1000.0148386302675	0.010000148386302674	0.0	0.09575782352082901
http://graph/wordnet/15162842	100000	100.0	-24556.471492516375	-0.24556471492516374	7026.744105182211	0.0702674410518221	-0.07882587717689227	0.09982690937590509
http://graph/wordnet/05570899	100000	100.0	1104.0155069571063	0.011040155069571062	1003.3779970069891	0.01003377997006989	0.0	0.09955850011982761
http://graph/wordnet/04386330	100000	100.0	-33509.104653955575	-0.33509104653955574	12480.432128435561	0.1248043212843556	-0.14844092735060527	0.11188526182380276
http://graph/wordnet/03086983	100000	100.0	-29396.02465873642	-0.2939602465873642	9730.697826524522	0.09730697826524522	-0.11920101211141801	0.10437601109230632
http://graph/wordnet/01331343	100000	100.0	-21664.887387685885	-0.21664887387685886	5667.262352658748	0.05667262352658747	-0.05394441270258054	0.09867060846308985
http://graph/wordnet/11484542	100000	100.0	-9188.196784997634	-0.09188196784997633	1789.4864705369114	0.017894864705369114	0.0	0.09722432149099848
http://graph/wordnet/10450429	100000	100.0	-16778.64048901689	-0.16778640489016888	3813.631222495677	0.03813631222495677	-0.0032179852999884794	0.09992014090757219
